id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1441,<0,36,all paid,new car,2759,no known savings,<1,1,female div/dep/mar,none,2,life insurance,47,none,own,1,skilled,1,none,yes,good
1442,<0,24,existing paid,furniture/equipment,1919,100<=X<500,1<=X<4,4,female div/dep/mar,none,3,car,29,none,own,1,skilled,1,yes,yes,good
1443,no checking,48,critical/other existing credit,new car,2051,<100,<1,1,male mar/wid,none,4,life insurance,46,none,own,1,skilled,2,yes,yes,good
1444,no checking,12,existing paid,new car,3499,500<=X<1000,4<=X<7,4,male mar/wid,none,4,real estate,28,none,rent,2,skilled,2,none,yes,good
1445,>=200,12,existing paid,education,1820,no known savings,1<=X<4,3,female div/dep/mar,co applicant,2,no known property,22,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1446,no checking,24,existing paid,new car,932,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,23,bank,own,1,skilled,1,yes,yes,bad
1447,<0,24,existing paid,radio/tv,7758,>=1000,1<=X<4,3,male single,none,3,car,38,none,for free,1,skilled,1,yes,yes,good
1448,<0,15,delayed previously,used car,947,<100,<1,4,male single,none,4,no known property,41,none,own,1,skilled,1,none,yes,good
1449,no checking,6,existing paid,furniture/equipment,1538,<100,<1,4,female div/dep/mar,none,4,life insurance,36,none,own,1,skilled,2,none,yes,good
1450,no checking,36,no credits/all paid,new car,1424,100<=X<500,>=7,4,male single,none,2,real estate,30,none,own,1,skilled,2,none,yes,good
1451,no checking,60,existing paid,furniture/equipment,2121,500<=X<1000,unemployed,4,male mar/wid,none,3,real estate,23,bank,own,2,unskilled resident,1,yes,no,good
1452,no checking,12,no credits/all paid,new car,6229,<100,>=7,2,male single,none,2,life insurance,34,none,own,1,unskilled resident,1,none,yes,good
1453,>=200,12,delayed previously,used car,1282,<100,1<=X<4,4,male single,none,4,car,44,none,rent,1,unskilled resident,1,yes,yes,bad
1454,>=200,10,existing paid,radio/tv,9566,500<=X<1000,4<=X<7,4,male single,none,2,real estate,33,none,own,1,skilled,1,none,yes,good
1455,0<=X<200,12,all paid,radio/tv,1295,<100,4<=X<7,2,male mar/wid,none,2,car,23,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
1456,no checking,8,existing paid,new car,1967,<100,4<=X<7,4,male single,none,4,car,23,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
1457,no checking,18,existing paid,used car,2002,<100,<1,3,male single,none,2,car,44,none,own,1,skilled,1,none,yes,good
1458,<0,24,all paid,radio/tv,3972,<100,4<=X<7,4,male mar/wid,none,4,life insurance,68,none,own,1,skilled,1,none,yes,good
1459,>=200,18,existing paid,new car,3021,>=1000,>=7,1,male single,co applicant,4,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1460,no checking,36,existing paid,radio/tv,2462,no known savings,>=7,4,female div/dep/mar,none,1,life insurance,29,none,own,1,skilled,1,none,yes,bad
1461,0<=X<200,24,existing paid,business,1934,<100,>=7,4,male single,none,4,real estate,53,none,rent,1,skilled,1,yes,yes,good
1462,0<=X<200,36,all paid,furniture/equipment,700,<100,4<=X<7,4,male single,none,4,life insurance,23,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
1463,no checking,6,existing paid,used car,5742,<100,4<=X<7,4,female div/dep/mar,none,1,car,54,none,own,2,skilled,1,yes,yes,good
1464,<0,45,existing paid,new car,1984,<100,<1,1,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,good
1465,no checking,15,existing paid,new car,1221,<100,<1,1,female div/dep/mar,none,2,real estate,44,none,own,1,skilled,1,none,yes,bad
1466,no checking,5,existing paid,used car,6761,<100,>=7,4,male div/sep,none,4,car,49,none,own,3,high qualif/self emp/mgmt,2,yes,yes,bad
1467,<0,18,existing paid,radio/tv,1098,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,21,none,own,1,skilled,1,yes,yes,bad
1468,no checking,24,existing paid,repairs,9055,<100,>=7,2,female div/dep/mar,none,2,real estate,35,bank,own,1,unemp/unskilled non res,1,yes,yes,good
1469,no checking,24,critical/other existing credit,new car,754,<100,>=7,1,male single,none,2,car,41,none,rent,1,skilled,2,none,yes,bad
1470,<0,24,critical/other existing credit,used car,3976,100<=X<500,1<=X<4,1,male div/sep,none,3,life insurance,28,none,own,1,skilled,1,none,yes,good
1471,no checking,12,existing paid,new car,5507,100<=X<500,1<=X<4,2,male single,none,3,real estate,23,none,own,1,unskilled resident,1,yes,yes,good
1472,no checking,30,critical/other existing credit,education,960,no known savings,1<=X<4,3,male single,none,1,life insurance,26,bank,rent,1,skilled,1,none,yes,good
1473,0<=X<200,27,existing paid,furniture/equipment,6070,<100,1<=X<4,1,female div/dep/mar,none,3,car,40,none,own,1,skilled,1,none,yes,good
1474,0<=X<200,12,existing paid,radio/tv,2134,100<=X<500,<1,4,male single,none,4,life insurance,34,none,own,1,skilled,1,none,yes,good
1475,<0,6,existing paid,education,10961,<100,>=7,4,male single,none,4,real estate,26,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1476,no checking,39,critical/other existing credit,radio/tv,3447,<100,<1,3,male single,none,3,car,23,none,own,1,unskilled resident,1,none,yes,good
1477,no checking,12,all paid,radio/tv,5595,no known savings,>=7,4,female div/dep/mar,none,2,car,36,none,own,2,skilled,1,none,yes,good
1478,no checking,12,existing paid,new car,1299,<100,1<=X<4,4,male single,none,4,no known property,33,none,own,1,skilled,1,yes,yes,good
1479,0<=X<200,12,existing paid,used car,276,no known savings,1<=X<4,1,male single,co applicant,4,life insurance,31,none,own,2,skilled,2,yes,yes,bad
1480,no checking,15,no credits/all paid,furniture/equipment,5179,100<=X<500,1<=X<4,3,male single,none,2,life insurance,25,none,own,1,unskilled resident,2,yes,no,good
1481,<0,36,all paid,used car,4308,<100,1<=X<4,2,male mar/wid,none,2,life insurance,24,none,own,2,skilled,1,yes,yes,bad
1482,no checking,24,existing paid,radio/tv,766,no known savings,>=7,2,male single,none,2,car,27,none,rent,1,high qualif/self emp/mgmt,2,none,yes,good
1483,0<=X<200,18,existing paid,furniture/equipment,1823,<100,1<=X<4,3,female div/dep/mar,none,3,real estate,25,none,own,1,skilled,2,none,yes,good
1484,>=200,36,existing paid,business,2930,100<=X<500,<1,2,male single,none,2,life insurance,25,none,for free,1,skilled,1,none,yes,good
1485,0<=X<200,24,all paid,furniture/equipment,448,no known savings,<1,3,female div/dep/mar,none,3,car,27,none,own,1,unskilled resident,2,none,yes,bad
1486,no checking,39,delayed previously,radio/tv,8471,<100,<1,4,female div/dep/mar,none,2,car,34,none,own,1,skilled,1,yes,yes,good
1487,no checking,30,existing paid,used car,1537,<100,4<=X<7,4,male single,none,4,car,30,none,rent,1,skilled,1,none,yes,good
1488,<0,24,existing paid,education,3031,<100,1<=X<4,1,female div/dep/mar,none,3,no known property,57,bank,own,1,skilled,1,yes,yes,good
1489,no checking,18,existing paid,new car,7308,<100,4<=X<7,1,male mar/wid,none,4,life insurance,28,none,own,3,unskilled resident,1,yes,yes,good
1490,0<=X<200,36,delayed previously,new car,6143,<100,unemployed,3,male single,none,4,life insurance,25,none,own,2,skilled,1,none,yes,good
1491,<0,21,critical/other existing credit,radio/tv,1555,<100,>=7,4,male mar/wid,none,1,life insurance,32,none,own,1,skilled,1,none,yes,good
1492,>=200,48,critical/other existing credit,new car,8858,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,life insurance,54,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1493,no checking,24,critical/other existing credit,radio/tv,1546,<100,<1,3,male single,none,2,life insurance,30,none,own,2,skilled,1,none,yes,bad
1494,<0,24,delayed previously,radio/tv,11938,<100,unemployed,1,male single,none,4,life insurance,24,none,own,1,skilled,1,none,yes,good
1495,0<=X<200,15,existing paid,used car,3414,no known savings,4<=X<7,4,male single,none,3,no known property,24,bank,own,1,skilled,1,none,yes,good
1496,0<=X<200,12,existing paid,new car,3959,<100,<1,2,male mar/wid,none,2,no known property,63,none,own,2,unskilled resident,1,none,yes,good
1497,<0,42,existing paid,radio/tv,3651,no known savings,1<=X<4,2,male single,none,4,car,26,none,own,1,skilled,1,none,yes,good
1498,no checking,6,existing paid,furniture/equipment,1299,<100,<1,4,female div/dep/mar,none,4,life insurance,31,bank,own,1,skilled,1,yes,yes,good
1499,<0,36,existing paid,new car,1905,<100,<1,4,female div/dep/mar,none,2,car,29,stores,rent,1,skilled,1,yes,yes,good
1500,no checking,6,existing paid,radio/tv,15672,no known savings,1<=X<4,3,female div/dep/mar,none,4,real estate,27,none,own,1,skilled,1,yes,yes,good
1501,no checking,36,delayed previously,furniture/equipment,7408,<100,>=7,4,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,good
1502,no checking,10,existing paid,education,1473,500<=X<1000,<1,3,male mar/wid,none,4,real estate,32,bank,own,2,skilled,1,yes,yes,good
1503,no checking,36,existing paid,business,1308,500<=X<1000,<1,2,female div/dep/mar,none,4,car,52,none,own,1,unskilled resident,1,none,yes,bad
1504,0<=X<200,48,existing paid,radio/tv,691,500<=X<1000,unemployed,4,male single,none,1,life insurance,38,none,own,2,unskilled resident,2,none,yes,good
1505,<0,48,existing paid,radio/tv,2346,100<=X<500,<1,4,female div/dep/mar,none,3,car,26,none,own,1,skilled,1,none,yes,bad
1506,no checking,24,existing paid,radio/tv,3552,<100,4<=X<7,1,male mar/wid,none,2,life insurance,56,bank,own,2,skilled,1,yes,yes,bad
1507,<0,12,delayed previously,used car,1198,<100,<1,1,male single,none,4,car,27,bank,own,1,unskilled resident,1,none,yes,good
1508,no checking,24,existing paid,new car,2030,100<=X<500,1<=X<4,2,male div/sep,none,4,real estate,36,none,own,1,skilled,1,none,yes,good
1509,no checking,24,delayed previously,education,5084,no known savings,4<=X<7,4,male single,guarantor,4,life insurance,35,none,own,1,high qualif/self emp/mgmt,2,none,no,good
1510,0<=X<200,15,all paid,used car,1503,no known savings,unemployed,4,male mar/wid,none,2,real estate,23,none,rent,2,skilled,1,none,yes,good
1511,0<=X<200,48,critical/other existing credit,other,433,<100,4<=X<7,4,male single,none,4,life insurance,50,none,own,1,skilled,1,none,yes,good
1512,0<=X<200,11,existing paid,new car,5045,<100,>=7,1,male mar/wid,none,2,car,27,none,own,2,unskilled resident,1,none,yes,good
1513,0<=X<200,8,delayed previously,radio/tv,6314,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,36,stores,own,2,skilled,1,yes,yes,good
1514,no checking,4,delayed previously,radio/tv,918,100<=X<500,<1,4,male single,none,2,no known property,44,none,own,1,skilled,1,yes,yes,good
1515,0<=X<200,18,existing paid,radio/tv,6224,<100,1<=X<4,4,male single,none,1,life insurance,19,none,own,1,skilled,1,yes,yes,good
1516,<0,24,critical/other existing credit,new car,1484,100<=X<500,>=7,4,male single,none,1,car,31,none,own,1,skilled,1,yes,yes,good
1517,>=200,24,critical/other existing credit,furniture/equipment,1495,<100,4<=X<7,4,female div/dep/mar,none,4,car,38,none,own,1,skilled,1,none,yes,good
1518,0<=X<200,20,existing paid,radio/tv,760,<100,4<=X<7,4,male mar/wid,none,3,car,25,none,rent,2,skilled,1,yes,yes,good
1519,no checking,12,no credits/all paid,education,1169,<100,<1,4,male single,none,4,life insurance,19,none,own,1,unskilled resident,1,yes,yes,bad
1520,0<=X<200,48,critical/other existing credit,new car,1154,<100,4<=X<7,3,male single,none,3,no known property,23,none,own,2,unskilled resident,1,yes,yes,bad
1521,<0,12,critical/other existing credit,used car,652,<100,>=7,2,male single,none,1,real estate,30,none,own,2,unskilled resident,1,none,yes,good
1522,<0,8,existing paid,furniture/equipment,1285,100<=X<500,1<=X<4,3,female div/dep/mar,none,1,car,25,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1523,no checking,9,no credits/all paid,new car,2301,500<=X<1000,>=7,2,male mar/wid,none,3,real estate,29,none,rent,2,unskilled resident,1,none,yes,bad
1524,no checking,15,existing paid,new car,4272,no known savings,>=7,2,male mar/wid,none,4,life insurance,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
1525,<0,18,existing paid,radio/tv,2748,100<=X<500,1<=X<4,4,male mar/wid,none,3,life insurance,29,none,own,2,skilled,1,none,yes,good
1526,no checking,18,no credits/all paid,new car,8065,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,21,bank,rent,1,skilled,2,none,yes,bad
1527,no checking,24,existing paid,business,1331,<100,<1,2,male single,guarantor,1,car,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,bad
1528,no checking,7,existing paid,radio/tv,6204,<100,1<=X<4,3,male div/sep,none,1,life insurance,58,none,own,1,skilled,1,none,yes,good
1529,<0,8,existing paid,new car,7308,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,28,bank,own,2,unskilled resident,2,yes,yes,bad
1530,no checking,36,existing paid,furniture/equipment,8471,<100,<1,4,male mar/wid,none,3,real estate,21,none,own,1,unskilled resident,1,none,yes,good
1531,no checking,24,existing paid,radio/tv,2799,<100,<1,4,male single,none,2,car,46,none,own,2,skilled,2,yes,yes,good
1532,<0,18,critical/other existing credit,new car,2606,no known savings,1<=X<4,2,male mar/wid,guarantor,4,car,48,none,own,1,skilled,2,yes,yes,good
1533,no checking,36,existing paid,radio/tv,682,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,life insurance,28,none,own,1,skilled,1,yes,yes,bad
1534,no checking,15,no credits/all paid,radio/tv,2415,<100,<1,2,female div/dep/mar,co applicant,4,real estate,31,none,own,1,unskilled resident,1,yes,yes,good
1535,<0,39,delayed previously,radio/tv,2511,<100,1<=X<4,4,female div/dep/mar,none,1,car,24,bank,own,2,unskilled resident,1,none,yes,good
1536,no checking,15,delayed previously,furniture/equipment,2384,<100,4<=X<7,4,male single,none,2,car,24,none,own,2,unskilled resident,1,none,yes,good
1537,<0,48,critical/other existing credit,new car,1245,100<=X<500,1<=X<4,2,male single,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad
1538,no checking,24,existing paid,furniture/equipment,2058,<100,>=7,4,male single,none,3,real estate,37,none,own,2,skilled,1,yes,yes,good
1539,<0,48,critical/other existing credit,radio/tv,2235,<100,1<=X<4,3,male single,none,3,life insurance,28,none,for free,1,skilled,1,none,yes,good
1540,0<=X<200,24,existing paid,radio/tv,753,<100,1<=X<4,4,male div/sep,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
1541,no checking,15,existing paid,radio/tv,3939,<100,4<=X<7,4,male single,none,4,no known property,43,bank,own,2,skilled,1,yes,yes,good
1542,no checking,18,existing paid,radio/tv,629,<100,1<=X<4,2,male single,none,2,no known property,65,none,own,2,skilled,1,none,yes,bad
1543,0<=X<200,24,critical/other existing credit,new car,3780,<100,>=7,2,female div/dep/mar,none,2,life insurance,41,none,own,1,skilled,1,none,yes,good
1544,<0,21,existing paid,new car,3832,no known savings,>=7,2,male single,none,4,real estate,44,none,rent,1,skilled,2,none,yes,good
1545,0<=X<200,24,critical/other existing credit,radio/tv,2169,no known savings,unemployed,1,male single,none,4,no known property,57,none,rent,2,unskilled resident,1,none,yes,good
1546,<0,30,existing paid,furniture/equipment,1382,<100,unemployed,4,female div/dep/mar,none,4,real estate,40,none,own,1,skilled,1,none,yes,bad
1547,no checking,24,existing paid,radio/tv,1164,500<=X<1000,4<=X<7,4,male single,none,4,life insurance,28,none,own,1,skilled,1,yes,yes,good
1548,<0,6,delayed previously,furniture/equipment,1042,<100,4<=X<7,4,male mar/wid,none,4,real estate,27,none,own,2,skilled,1,none,yes,good
1549,<0,18,existing paid,radio/tv,8588,no known savings,4<=X<7,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,good
1550,no checking,24,existing paid,radio/tv,3872,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes,good
1551,0<=X<200,36,existing paid,furniture/equipment,11328,<100,>=7,4,male single,none,4,car,40,bank,rent,1,skilled,2,none,yes,good
1552,no checking,6,critical/other existing credit,new car,2751,<100,1<=X<4,2,male mar/wid,none,2,no known property,24,none,own,2,skilled,1,yes,yes,good
1553,0<=X<200,12,existing paid,new car,717,<100,4<=X<7,4,male single,none,4,car,45,none,own,2,unemp/unskilled non res,1,yes,yes,good
1554,0<=X<200,9,existing paid,new car,1068,no known savings,<1,4,male single,none,1,no known property,24,none,own,1,skilled,1,yes,yes,good
1555,<0,36,no credits/all paid,new car,2631,no known savings,1<=X<4,1,male single,guarantor,1,no known property,40,bank,rent,2,skilled,1,yes,yes,good
1556,<0,21,existing paid,radio/tv,10127,<100,1<=X<4,2,female div/dep/mar,none,2,car,27,none,for free,2,skilled,2,yes,yes,bad
1557,0<=X<200,8,critical/other existing credit,new car,2712,<100,1<=X<4,4,male single,none,4,no known property,25,none,for free,4,skilled,1,none,yes,good
1558,no checking,24,critical/other existing credit,new car,2288,<100,>=7,4,female div/dep/mar,none,1,life insurance,21,none,own,1,skilled,1,yes,yes,good
1559,no checking,6,existing paid,furniture/equipment,3763,<100,1<=X<4,4,male single,none,1,life insurance,48,bank,own,2,skilled,1,none,yes,good
1560,<0,24,existing paid,used car,7485,500<=X<1000,>=7,3,female div/dep/mar,none,2,no known property,30,bank,own,2,skilled,1,none,yes,good
1561,0<=X<200,24,existing paid,new car,1402,<100,>=7,1,male single,none,4,real estate,32,none,own,1,skilled,1,none,yes,bad
1562,no checking,24,no credits/all paid,business,795,no known savings,1<=X<4,3,male single,none,3,car,37,none,own,2,skilled,1,none,yes,good
1563,no checking,9,all paid,education,6313,<100,>=7,4,male mar/wid,none,2,car,20,none,own,3,skilled,1,yes,yes,good
1564,0<=X<200,36,critical/other existing credit,radio/tv,518,<100,4<=X<7,4,female div/dep/mar,none,2,no known property,63,none,rent,1,high qualif/self emp/mgmt,2,none,yes,good
1565,no checking,30,existing paid,radio/tv,4594,no known savings,1<=X<4,4,male single,none,1,car,40,none,own,1,skilled,1,yes,yes,bad
1566,0<=X<200,12,existing paid,domestic appliance,3017,100<=X<500,>=7,4,male single,none,2,life insurance,29,none,own,1,skilled,2,none,yes,good
1567,no checking,30,existing paid,used car,3378,500<=X<1000,>=7,2,female div/dep/mar,none,4,life insurance,25,stores,own,2,skilled,2,yes,yes,bad
1568,no checking,24,existing paid,used car,609,<100,4<=X<7,1,female div/dep/mar,none,4,life insurance,47,none,own,1,skilled,2,yes,yes,good
1569,no checking,36,critical/other existing credit,radio/tv,276,100<=X<500,>=7,4,male single,none,4,car,51,none,rent,1,skilled,1,none,yes,good
1570,no checking,30,critical/other existing credit,radio/tv,5096,no known savings,1<=X<4,4,male single,none,4,car,35,none,own,2,unskilled resident,1,yes,yes,good
1571,<0,24,existing paid,education,1138,<100,>=7,4,female div/dep/mar,none,2,real estate,32,none,own,2,skilled,2,none,yes,bad
1572,0<=X<200,48,existing paid,new car,6967,100<=X<500,1<=X<4,2,male single,none,2,real estate,29,none,for free,2,skilled,1,none,yes,good
1573,no checking,12,delayed previously,new car,2862,<100,1<=X<4,4,male single,none,2,car,25,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
1574,0<=X<200,9,existing paid,furniture/equipment,2748,500<=X<1000,>=7,1,male single,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1575,0<=X<200,24,existing paid,new car,1602,>=1000,<1,3,male single,none,4,real estate,23,none,rent,1,skilled,1,yes,yes,good
1576,no checking,54,existing paid,new car,2122,<100,1<=X<4,1,male single,none,3,car,30,none,rent,1,skilled,1,none,yes,bad
1577,0<=X<200,24,critical/other existing credit,radio/tv,1200,<100,1<=X<4,3,male div/sep,none,2,real estate,39,stores,own,1,skilled,1,none,yes,bad
1578,no checking,9,critical/other existing credit,radio/tv,1469,100<=X<500,<1,4,female div/dep/mar,co applicant,4,life insurance,21,bank,own,1,skilled,2,yes,yes,bad
1579,no checking,39,critical/other existing credit,new car,1264,<100,1<=X<4,4,male single,none,2,no known property,31,none,own,1,skilled,2,yes,yes,good
1580,<0,12,existing paid,furniture/equipment,3446,<100,1<=X<4,1,male single,none,2,life insurance,24,none,own,2,unemp/unskilled non res,1,none,yes,good
1581,no checking,12,existing paid,used car,4020,no known savings,unemployed,3,male single,none,1,no known property,40,none,own,2,unskilled resident,1,yes,yes,good
1582,<0,12,critical/other existing credit,business,4657,<100,1<=X<4,3,female div/dep/mar,none,4,no known property,29,none,rent,1,skilled,1,yes,yes,good
1583,no checking,18,critical/other existing credit,furniture/equipment,1223,<100,1<=X<4,1,male div/sep,none,1,real estate,65,bank,own,3,skilled,2,none,yes,good
1584,0<=X<200,12,critical/other existing credit,business,2577,<100,4<=X<7,2,male single,guarantor,1,car,24,none,rent,1,skilled,1,none,yes,good
1585,0<=X<200,12,critical/other existing credit,new car,2051,no known savings,4<=X<7,4,male single,none,4,life insurance,30,none,own,2,skilled,1,yes,yes,good
1586,no checking,18,critical/other existing credit,furniture/equipment,1574,<100,1<=X<4,2,female div/dep/mar,none,4,car,68,stores,own,1,skilled,1,none,yes,good
1587,0<=X<200,10,existing paid,new car,1311,<100,1<=X<4,4,male div/sep,none,1,life insurance,36,none,own,1,skilled,1,none,yes,good
1588,0<=X<200,11,delayed previously,furniture/equipment,1366,<100,unemployed,3,female div/dep/mar,none,3,car,25,none,own,1,skilled,1,none,yes,bad
1589,>=200,24,delayed previously,domestic appliance,2751,<100,>=7,4,male single,none,4,real estate,23,none,own,1,unskilled resident,2,none,yes,good
1590,>=200,18,critical/other existing credit,business,5371,no known savings,4<=X<7,4,female div/dep/mar,none,4,car,39,none,own,2,skilled,1,yes,yes,good
1591,no checking,10,existing paid,radio/tv,2212,no known savings,1<=X<4,4,male single,none,3,life insurance,32,none,own,2,skilled,1,none,yes,good
1592,no checking,12,existing paid,new car,4042,no known savings,>=7,2,male single,none,4,car,33,bank,for free,1,skilled,1,none,yes,good
1593,0<=X<200,60,critical/other existing credit,radio/tv,2028,<100,<1,4,male single,none,1,real estate,40,none,own,1,skilled,1,none,yes,bad
1594,no checking,12,no credits/all paid,new car,1278,<100,<1,1,male div/sep,none,2,car,34,none,own,1,skilled,1,none,yes,bad
1595,no checking,12,no credits/all paid,new car,1360,100<=X<500,unemployed,2,male single,none,1,real estate,54,none,own,1,skilled,1,yes,yes,bad
1596,<0,36,existing paid,new car,4439,<100,4<=X<7,4,male single,none,1,life insurance,33,none,rent,1,unskilled resident,2,yes,yes,good
1597,0<=X<200,24,existing paid,furniture/equipment,7297,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,21,bank,own,1,skilled,1,none,no,good
1598,0<=X<200,12,existing paid,furniture/equipment,9566,<100,>=7,3,male single,none,3,real estate,43,bank,own,1,skilled,2,yes,yes,good
1599,<0,18,existing paid,used car,5801,<100,4<=X<7,2,male single,none,1,real estate,46,none,rent,1,skilled,1,yes,yes,good
1600,<0,36,existing paid,education,2186,<100,1<=X<4,4,male single,none,4,car,26,none,for free,1,skilled,1,none,yes,good
1601,no checking,21,existing paid,domestic appliance,2718,100<=X<500,1<=X<4,4,male single,none,4,real estate,48,none,own,2,skilled,1,none,yes,good
1602,<0,18,all paid,retraining,3416,<100,<1,3,female div/dep/mar,none,1,life insurance,25,stores,own,1,skilled,1,yes,yes,good
1603,0<=X<200,36,existing paid,radio/tv,753,<100,1<=X<4,4,male mar/wid,none,1,life insurance,30,bank,for free,1,skilled,1,none,yes,good
1604,no checking,48,existing paid,business,11998,<100,4<=X<7,2,male single,none,4,life insurance,26,none,own,1,skilled,1,none,yes,good
1605,<0,36,critical/other existing credit,repairs,1313,<100,4<=X<7,4,male single,none,4,car,30,none,own,1,unskilled resident,1,none,yes,bad
1606,<0,6,delayed previously,used car,11054,100<=X<500,>=7,4,female div/dep/mar,none,1,car,23,none,own,1,skilled,2,none,yes,bad
1607,0<=X<200,30,critical/other existing credit,radio/tv,2080,<100,unemployed,2,male single,none,2,no known property,33,bank,own,1,skilled,1,none,yes,good
1608,<0,21,critical/other existing credit,radio/tv,7678,100<=X<500,1<=X<4,4,male single,none,1,car,23,none,own,2,skilled,1,none,yes,good
1609,>=200,18,existing paid,new car,1750,100<=X<500,>=7,2,male single,none,2,car,46,none,own,1,skilled,1,none,yes,bad
1610,no checking,24,delayed previously,radio/tv,5381,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,2,skilled,1,none,yes,good
1611,<0,12,delayed previously,new car,1358,<100,<1,3,male div/sep,none,3,real estate,30,none,own,3,skilled,2,none,yes,good
1612,<0,18,existing paid,other,1393,<100,>=7,4,male div/sep,none,4,life insurance,37,none,own,1,skilled,1,none,yes,bad
1613,<0,36,critical/other existing credit,new car,1131,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,bank,rent,1,skilled,1,yes,yes,good
1614,>=200,6,existing paid,radio/tv,1382,500<=X<1000,1<=X<4,4,male single,none,4,car,27,none,own,4,skilled,1,none,yes,good
1615,<0,15,delayed previously,furniture/equipment,2022,>=1000,<1,4,male single,none,2,no known property,52,none,own,2,unskilled resident,1,none,yes,bad
1616,0<=X<200,9,existing paid,radio/tv,2212,<100,4<=X<7,2,male single,none,2,real estate,32,none,own,2,skilled,1,none,yes,good
1617,no checking,15,critical/other existing credit,education,1532,<100,4<=X<7,2,female div/dep/mar,none,4,real estate,37,none,own,1,unskilled resident,1,none,yes,good
1618,<0,24,existing paid,radio/tv,3092,<100,4<=X<7,4,male single,none,2,real estate,65,none,for free,1,unskilled resident,1,yes,yes,good
1619,<0,28,existing paid,radio/tv,1864,500<=X<1000,>=7,4,male single,none,1,car,32,bank,own,2,unskilled resident,1,yes,yes,good
1620,<0,24,existing paid,new car,4771,100<=X<500,<1,3,female div/dep/mar,none,4,car,47,bank,own,1,unskilled resident,1,yes,yes,good
1621,<0,18,existing paid,used car,3229,<100,<1,2,female div/dep/mar,none,1,no known property,61,none,for free,1,unskilled resident,1,none,yes,good
1622,0<=X<200,24,critical/other existing credit,furniture/equipment,1503,<100,1<=X<4,4,male single,none,3,car,40,bank,own,1,skilled,1,none,yes,good
1623,no checking,12,existing paid,new car,1544,<100,<1,2,male single,none,1,car,32,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
1624,0<=X<200,18,delayed previously,radio/tv,5248,500<=X<1000,4<=X<7,4,female div/dep/mar,none,4,no known property,43,none,rent,2,skilled,1,yes,yes,bad
1625,0<=X<200,48,existing paid,furniture/equipment,8487,no known savings,4<=X<7,3,female div/dep/mar,none,2,car,40,bank,own,1,skilled,2,yes,yes,bad
1626,>=200,15,existing paid,used car,9960,<100,<1,4,male single,none,2,real estate,23,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
1627,0<=X<200,15,existing paid,business,1478,<100,unemployed,1,female div/dep/mar,guarantor,1,real estate,27,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
1628,no checking,39,critical/other existing credit,used car,4686,<100,4<=X<7,4,male single,none,3,no known property,34,none,own,3,unskilled resident,1,none,yes,good
1629,0<=X<200,24,critical/other existing credit,new car,1935,>=1000,1<=X<4,4,male single,none,2,car,36,none,own,2,skilled,1,none,yes,bad
1630,no checking,24,critical/other existing credit,business,1300,no known savings,<1,2,male single,co applicant,2,real estate,43,none,for free,1,skilled,1,none,yes,good
1631,no checking,12,existing paid,used car,1585,<100,>=7,3,male single,none,3,life insurance,49,none,own,1,unskilled resident,1,yes,yes,good
1632,<0,24,existing paid,radio/tv,11938,<100,<1,4,male single,none,3,no known property,25,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
1633,<0,18,existing paid,radio/tv,1275,<100,1<=X<4,4,male single,none,2,real estate,23,none,rent,1,unskilled resident,1,none,no,good
