id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
1453,0<=X<200,42,delayed previously,new car,4736,<100,4<=X<7,3,female div/dep/mar,none,2,car,32,stores,own,3,unemp/unskilled non res,1,yes,yes,bad
1454,<0,18,existing paid,furniture/equipment,14555,no known savings,<1,2,male single,none,4,no known property,46,none,own,2,skilled,1,none,no,good
1455,0<=X<200,24,existing paid,used car,4843,<100,<1,4,male single,none,1,real estate,33,none,own,1,unskilled resident,1,yes,yes,good
1456,no checking,18,critical/other existing credit,radio/tv,701,<100,<1,3,female div/dep/mar,none,4,life insurance,61,none,rent,2,skilled,1,yes,yes,good
1457,0<=X<200,12,existing paid,radio/tv,1526,<100,1<=X<4,1,male single,guarantor,3,no known property,24,none,own,2,unskilled resident,1,none,yes,good
1458,<0,30,all paid,new car,7966,<100,>=7,4,female div/dep/mar,none,4,life insurance,46,none,own,3,skilled,1,none,yes,good
1459,<0,24,existing paid,new car,6850,>=1000,<1,4,female div/dep/mar,none,4,no known property,36,none,rent,1,skilled,1,none,yes,good
1460,no checking,48,critical/other existing credit,education,1418,no known savings,1<=X<4,2,female div/dep/mar,none,2,real estate,36,none,for free,1,skilled,1,none,yes,bad
1461,no checking,48,all paid,business,2872,<100,1<=X<4,1,male single,guarantor,4,real estate,26,none,own,1,unskilled resident,1,none,yes,bad
1462,no checking,6,existing paid,furniture/equipment,1028,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,54,none,own,2,unskilled resident,1,yes,yes,good
1463,no checking,12,existing paid,new car,2606,<100,<1,2,male single,guarantor,2,car,36,none,own,2,skilled,1,yes,yes,good
1464,<0,24,critical/other existing credit,repairs,1647,100<=X<500,<1,4,male div/sep,none,1,car,30,none,rent,1,skilled,1,none,yes,bad
1465,no checking,12,existing paid,furniture/equipment,7308,<100,<1,1,female div/dep/mar,none,3,life insurance,36,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
1466,no checking,9,existing paid,other,2384,<100,4<=X<7,2,female div/dep/mar,none,2,real estate,47,none,own,2,skilled,1,yes,yes,good
1467,>=200,21,existing paid,radio/tv,5103,<100,1<=X<4,4,male single,none,3,life insurance,30,bank,own,2,unskilled resident,2,yes,yes,good
1468,no checking,12,delayed previously,radio/tv,846,<100,<1,4,female div/dep/mar,none,2,car,25,none,rent,1,skilled,1,yes,no,bad
1469,no checking,15,critical/other existing credit,new car,1360,<100,<1,3,female div/dep/mar,none,4,car,47,none,own,1,skilled,1,none,yes,bad
1470,no checking,9,existing paid,radio/tv,795,<100,4<=X<7,3,male single,none,4,life insurance,49,bank,own,1,skilled,2,yes,yes,good
1471,no checking,24,existing paid,radio/tv,2116,<100,unemployed,4,male single,none,4,life insurance,33,none,own,1,skilled,1,none,yes,good
1472,<0,24,critical/other existing credit,used car,6204,no known savings,>=7,3,male mar/wid,none,3,car,33,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1473,no checking,21,existing paid,repairs,1164,500<=X<1000,4<=X<7,3,male single,none,4,real estate,31,none,own,1,skilled,2,yes,yes,bad
1474,0<=X<200,11,critical/other existing credit,new car,3959,<100,>=7,2,male single,none,2,car,38,none,rent,1,skilled,2,yes,yes,bad
1475,<0,6,existing paid,new car,2462,no known savings,<1,3,female div/dep/mar,guarantor,2,life insurance,28,none,rent,1,skilled,1,none,yes,good
1476,no checking,12,existing paid,radio/tv,1505,no known savings,4<=X<7,1,female div/dep/mar,none,4,life insurance,21,none,rent,1,unskilled resident,1,yes,yes,good
1477,0<=X<200,9,no credits/all paid,radio/tv,2390,<100,1<=X<4,3,male single,none,4,life insurance,28,none,own,1,unskilled resident,1,yes,yes,good
1478,no checking,12,critical/other existing credit,business,6761,100<=X<500,1<=X<4,4,male single,none,4,car,34,none,own,1,skilled,2,yes,yes,good
1479,no checking,24,existing paid,new car,4249,<100,unemployed,2,male single,none,4,life insurance,37,none,own,2,skilled,2,none,yes,good
1480,0<=X<200,15,existing paid,business,7057,no known savings,1<=X<4,2,female div/dep/mar,none,3,real estate,32,bank,own,2,skilled,1,yes,yes,bad
1481,no checking,6,existing paid,radio/tv,2039,no known savings,1<=X<4,2,female div/dep/mar,none,2,real estate,47,bank,own,2,skilled,1,none,yes,good
1482,0<=X<200,6,critical/other existing credit,business,1422,<100,>=7,4,female div/dep/mar,none,3,car,24,none,own,2,skilled,1,none,yes,bad
1483,0<=X<200,24,critical/other existing credit,used car,7685,500<=X<1000,4<=X<7,4,male single,none,4,real estate,27,none,rent,2,unskilled resident,1,none,yes,good
1484,<0,9,delayed previously,used car,2359,500<=X<1000,1<=X<4,1,male div/sep,none,3,car,41,none,for free,1,skilled,1,yes,yes,bad
1485,<0,48,critical/other existing credit,radio/tv,2051,no known savings,4<=X<7,2,male single,none,3,car,39,none,rent,3,high qualif/self emp/mgmt,1,none,yes,good
1486,<0,24,delayed previously,used car,8133,<100,>=7,4,male single,none,1,real estate,22,none,rent,2,unskilled resident,1,none,yes,good
1487,no checking,27,existing paid,radio/tv,1371,no known savings,>=7,4,male single,none,2,real estate,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1488,no checking,12,existing paid,radio/tv,2775,<100,1<=X<4,4,female div/dep/mar,none,3,car,31,none,own,2,skilled,1,none,yes,good
1489,0<=X<200,18,delayed previously,new car,3757,no known savings,>=7,2,male single,none,1,no known property,24,none,rent,1,skilled,1,yes,yes,good
1490,no checking,24,critical/other existing credit,radio/tv,1829,<100,>=7,4,male single,none,3,car,26,none,own,2,skilled,1,none,yes,good
1491,no checking,36,existing paid,used car,2384,500<=X<1000,1<=X<4,2,male single,none,3,real estate,31,none,own,2,skilled,1,none,yes,bad
1492,<0,12,existing paid,new car,7865,<100,4<=X<7,2,male single,co applicant,1,no known property,24,none,own,1,skilled,1,yes,yes,good
1493,no checking,24,critical/other existing credit,used car,3001,<100,>=7,2,male single,none,4,life insurance,22,none,for free,1,unskilled resident,1,yes,yes,good
1494,no checking,11,critical/other existing credit,radio/tv,3345,<100,1<=X<4,3,male single,none,4,real estate,26,none,own,1,unskilled resident,1,none,yes,bad
1495,no checking,24,critical/other existing credit,new car,2924,<100,4<=X<7,4,male single,none,4,car,47,bank,own,4,unskilled resident,1,none,no,good
1496,0<=X<200,12,existing paid,new car,4591,<100,1<=X<4,2,male single,none,4,real estate,27,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,good
1497,no checking,15,critical/other existing credit,new car,1905,<100,>=7,4,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,good
1498,no checking,6,existing paid,education,9034,no known savings,4<=X<7,2,female div/dep/mar,none,1,no known property,37,none,own,1,skilled,1,none,yes,good
1499,no checking,24,existing paid,business,2862,100<=X<500,<1,4,male single,none,1,life insurance,27,none,own,1,unskilled resident,1,yes,yes,bad
1500,<0,12,critical/other existing credit,new car,3485,<100,1<=X<4,1,male single,none,4,life insurance,42,none,for free,1,unskilled resident,1,none,yes,good
1501,no checking,36,existing paid,radio/tv,2671,500<=X<1000,1<=X<4,1,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,yes,yes,good
1502,<0,12,critical/other existing credit,new car,2101,100<=X<500,<1,3,female div/dep/mar,none,2,car,56,bank,own,1,unskilled resident,2,none,yes,good
1503,0<=X<200,12,existing paid,radio/tv,385,<100,1<=X<4,4,male single,none,4,real estate,29,none,own,2,skilled,2,yes,yes,good
1504,<0,48,existing paid,education,3832,100<=X<500,<1,4,male single,none,1,real estate,42,none,rent,1,skilled,1,none,yes,good
1505,no checking,21,existing paid,new car,1845,>=1000,>=7,3,female div/dep/mar,co applicant,4,car,70,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
1506,no checking,12,critical/other existing credit,new car,3059,<100,>=7,3,male single,none,4,real estate,52,none,own,2,skilled,1,yes,yes,good
1507,no checking,10,existing paid,new car,7228,<100,>=7,1,male single,none,4,no known property,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1508,0<=X<200,10,delayed previously,used car,662,no known savings,<1,3,male mar/wid,co applicant,4,no known property,28,none,for free,1,unskilled resident,1,none,yes,good
1509,no checking,18,existing paid,new car,4221,>=1000,4<=X<7,4,male single,none,4,real estate,35,none,own,2,unskilled resident,1,none,yes,good
1510,0<=X<200,36,existing paid,used car,5866,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,31,none,own,2,skilled,1,yes,yes,good
1511,<0,15,existing paid,new car,3565,<100,<1,4,male single,none,2,life insurance,39,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
1512,no checking,36,existing paid,repairs,1271,<100,1<=X<4,4,male mar/wid,none,2,life insurance,51,none,rent,1,skilled,1,none,yes,bad
1513,<0,18,critical/other existing credit,new car,2767,<100,1<=X<4,1,male mar/wid,none,4,real estate,32,none,for free,2,unskilled resident,1,none,yes,bad
1514,no checking,36,critical/other existing credit,radio/tv,1845,>=1000,1<=X<4,3,male single,none,4,car,36,none,own,1,skilled,2,yes,yes,bad
1515,<0,60,existing paid,furniture/equipment,2892,<100,1<=X<4,4,male single,none,2,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
1516,no checking,18,critical/other existing credit,education,7865,<100,>=7,2,male mar/wid,none,4,real estate,65,none,for free,1,unemp/unskilled non res,1,yes,yes,good
1517,no checking,10,existing paid,new car,1388,<100,1<=X<4,4,female div/dep/mar,guarantor,3,no known property,57,none,own,1,skilled,1,yes,yes,good
1518,0<=X<200,24,delayed previously,business,1042,>=1000,<1,3,male single,none,4,no known property,24,none,own,2,skilled,1,none,yes,bad
1519,0<=X<200,21,all paid,used car,9629,<100,1<=X<4,2,female div/dep/mar,none,1,car,31,none,own,2,unskilled resident,1,none,yes,bad
1520,no checking,10,no credits/all paid,used car,1721,<100,>=7,4,female div/dep/mar,co applicant,4,car,28,bank,for free,2,skilled,1,yes,yes,good
1521,0<=X<200,36,no credits/all paid,radio/tv,7409,<100,>=7,2,male div/sep,none,4,life insurance,25,none,own,2,skilled,1,yes,yes,good
1522,0<=X<200,18,existing paid,new car,6568,<100,1<=X<4,4,male single,none,4,life insurance,61,none,for free,1,unskilled resident,2,yes,yes,bad
1523,no checking,48,existing paid,new car,2515,<100,1<=X<4,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,good
1524,<0,9,critical/other existing credit,new car,2058,no known savings,1<=X<4,4,male single,none,4,car,59,none,for free,2,skilled,1,none,no,bad
1525,no checking,6,existing paid,other,1382,<100,1<=X<4,2,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
1526,>=200,24,existing paid,used car,1680,<100,1<=X<4,3,male single,none,3,car,31,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1527,>=200,36,critical/other existing credit,radio/tv,1977,<100,<1,4,male single,none,1,car,29,none,for free,1,unskilled resident,1,none,yes,good
1528,no checking,15,existing paid,furniture/equipment,1155,no known savings,<1,3,male single,none,2,real estate,45,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1529,0<=X<200,15,existing paid,new car,3863,no known savings,>=7,3,female div/dep/mar,none,2,no known property,42,none,own,1,skilled,1,none,yes,good
1530,>=200,12,existing paid,new car,730,<100,>=7,3,male div/sep,none,3,real estate,31,bank,rent,2,skilled,2,none,yes,good
1531,0<=X<200,12,existing paid,business,2069,<100,>=7,1,female div/dep/mar,none,3,real estate,22,none,own,1,unskilled resident,1,none,yes,good
1532,no checking,18,existing paid,radio/tv,5954,<100,1<=X<4,4,male single,none,4,car,40,none,own,1,skilled,1,yes,yes,good
1533,0<=X<200,24,existing paid,radio/tv,2247,<100,1<=X<4,4,male single,none,4,real estate,23,none,own,1,unskilled resident,1,yes,yes,good
1534,no checking,12,delayed previously,new car,2134,<100,1<=X<4,1,female div/dep/mar,none,2,no known property,25,none,rent,1,skilled,1,yes,yes,good
1535,0<=X<200,9,all paid,new car,1657,no known savings,4<=X<7,1,female div/dep/mar,none,2,car,27,none,for free,1,skilled,1,none,yes,good
1536,0<=X<200,30,existing paid,new car,3594,<100,1<=X<4,4,male single,none,4,car,20,stores,rent,1,skilled,1,none,yes,good
1537,0<=X<200,15,all paid,radio/tv,5190,<100,1<=X<4,4,female div/dep/mar,none,2,car,31,none,rent,1,skilled,1,none,yes,bad
1538,0<=X<200,24,delayed previously,new car,9271,<100,>=7,4,male single,none,4,real estate,26,none,rent,1,skilled,1,yes,no,good
1539,no checking,24,critical/other existing credit,furniture/equipment,1424,<100,>=7,2,male single,none,4,car,36,none,own,2,unskilled resident,1,yes,yes,good
1540,no checking,36,critical/other existing credit,new car,2748,<100,unemployed,2,male single,none,4,real estate,40,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
1541,0<=X<200,36,existing paid,domestic appliance,362,<100,>=7,4,male single,none,2,car,19,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
1542,<0,21,delayed previously,furniture/equipment,753,<100,<1,4,male single,none,3,real estate,66,none,rent,1,skilled,1,yes,yes,good
1543,0<=X<200,36,existing paid,repairs,3643,no known savings,>=7,2,female div/dep/mar,co applicant,4,life insurance,34,bank,own,1,skilled,1,none,yes,bad
1544,0<=X<200,24,no credits/all paid,education,2899,<100,>=7,3,male single,none,2,real estate,49,none,own,1,skilled,1,none,yes,good
1545,no checking,24,all paid,new car,5096,<100,4<=X<7,4,male single,none,4,real estate,39,bank,for free,2,skilled,1,none,yes,good
1546,no checking,18,existing paid,new car,6568,<100,<1,3,female div/dep/mar,co applicant,2,car,64,none,own,1,unskilled resident,1,none,yes,good
1547,<0,18,existing paid,business,4241,>=1000,1<=X<4,4,male single,none,4,real estate,46,none,own,1,skilled,1,none,yes,good
1548,no checking,12,existing paid,radio/tv,1967,100<=X<500,>=7,4,male mar/wid,none,1,real estate,29,none,own,2,skilled,1,none,yes,good
1549,0<=X<200,48,critical/other existing credit,new car,3017,<100,1<=X<4,3,male mar/wid,none,2,car,54,none,own,1,skilled,1,none,yes,bad
1550,no checking,36,critical/other existing credit,radio/tv,1322,no known savings,<1,1,female div/dep/mar,none,2,life insurance,49,none,own,1,skilled,1,none,yes,bad
1551,<0,36,existing paid,used car,2058,<100,1<=X<4,2,male single,none,4,real estate,37,bank,own,2,skilled,1,yes,yes,bad
1552,<0,12,existing paid,radio/tv,3651,<100,4<=X<7,4,female div/dep/mar,none,2,car,26,bank,own,1,skilled,1,yes,yes,bad
1553,0<=X<200,9,critical/other existing credit,radio/tv,11938,<100,1<=X<4,4,male single,none,3,life insurance,26,none,rent,2,skilled,1,none,yes,good
1554,<0,9,existing paid,new car,343,<100,>=7,4,male div/sep,none,4,car,62,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1555,no checking,12,existing paid,new car,2978,<100,>=7,4,female div/dep/mar,none,2,real estate,29,none,own,2,skilled,1,none,yes,good
1556,0<=X<200,24,existing paid,furniture/equipment,1938,100<=X<500,4<=X<7,4,male single,none,2,car,34,none,own,1,skilled,1,yes,yes,good
1557,0<=X<200,18,delayed previously,education,2910,<100,1<=X<4,3,male single,co applicant,2,real estate,52,bank,own,2,high qualif/self emp/mgmt,2,none,yes,good
1558,<0,10,existing paid,radio/tv,5248,500<=X<1000,unemployed,2,male single,none,2,car,57,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
1559,0<=X<200,6,all paid,new car,1924,>=1000,4<=X<7,4,male single,none,3,life insurance,36,none,own,1,unskilled resident,1,none,yes,good
1560,no checking,36,existing paid,new car,5129,500<=X<1000,1<=X<4,2,male single,none,2,car,43,none,own,2,skilled,1,none,yes,bad
1561,<0,24,existing paid,furniture/equipment,709,<100,unemployed,2,male single,none,3,car,20,bank,for free,1,high qualif/self emp/mgmt,1,none,yes,good
1562,no checking,6,existing paid,new car,3051,500<=X<1000,4<=X<7,2,male single,none,3,real estate,35,none,rent,1,skilled,1,yes,yes,good
1563,<0,6,critical/other existing credit,furniture/equipment,1995,100<=X<500,4<=X<7,3,male single,none,2,life insurance,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1564,no checking,39,existing paid,used car,3973,<100,<1,4,male single,none,1,life insurance,29,none,for free,1,unskilled resident,2,none,yes,bad
1565,no checking,12,existing paid,new car,7374,no known savings,<1,2,male div/sep,none,1,no known property,38,none,rent,1,skilled,1,yes,yes,good
1566,<0,12,existing paid,business,1098,<100,1<=X<4,4,male single,none,1,real estate,29,none,rent,2,skilled,1,none,yes,good
1567,no checking,24,existing paid,radio/tv,1231,100<=X<500,>=7,4,female div/dep/mar,none,3,car,63,none,own,1,skilled,1,yes,no,good
1568,<0,10,existing paid,business,1237,<100,>=7,4,male single,none,4,real estate,27,none,rent,1,skilled,1,yes,yes,good
1569,no checking,24,existing paid,radio/tv,1659,<100,1<=X<4,4,male mar/wid,none,3,life insurance,43,none,own,1,skilled,1,yes,yes,good
1570,no checking,15,existing paid,radio/tv,1313,<100,4<=X<7,4,male mar/wid,none,3,real estate,20,stores,rent,1,skilled,2,none,yes,bad
1571,<0,12,existing paid,furniture/equipment,392,no known savings,1<=X<4,4,female div/dep/mar,none,2,no known property,38,none,own,1,skilled,1,yes,yes,good
1572,>=200,12,critical/other existing credit,new car,2171,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,yes,yes,good
1573,<0,6,all paid,business,2671,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,40,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
1574,no checking,24,critical/other existing credit,business,1424,<100,<1,4,male mar/wid,none,3,real estate,40,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1575,no checking,6,critical/other existing credit,radio/tv,5743,<100,<1,2,male mar/wid,none,2,real estate,36,stores,own,2,unskilled resident,1,none,yes,good
1576,>=200,12,delayed previously,business,1289,<100,<1,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
1577,0<=X<200,36,existing paid,furniture/equipment,5433,<100,1<=X<4,3,male single,none,2,real estate,63,none,own,1,skilled,1,yes,no,good
1578,0<=X<200,24,delayed previously,furniture/equipment,1525,<100,unemployed,4,male single,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
1579,no checking,12,existing paid,domestic appliance,11938,<100,1<=X<4,1,male single,none,4,real estate,28,none,rent,2,skilled,1,none,yes,good
1580,<0,36,critical/other existing credit,radio/tv,1258,<100,>=7,1,female div/dep/mar,none,2,car,43,none,own,3,skilled,1,none,yes,bad
1581,<0,18,existing paid,new car,1388,>=1000,1<=X<4,4,male single,none,3,no known property,49,stores,own,1,skilled,1,none,yes,bad
1582,0<=X<200,30,existing paid,furniture/equipment,4657,<100,<1,4,male single,none,4,car,53,none,own,1,skilled,1,none,yes,good
1583,0<=X<200,15,existing paid,new car,4042,<100,>=7,4,female div/dep/mar,none,4,car,30,none,own,1,skilled,1,none,yes,good
1584,<0,18,all paid,other,1736,<100,1<=X<4,4,male mar/wid,none,4,real estate,21,none,for free,1,skilled,1,none,yes,bad
1585,0<=X<200,18,critical/other existing credit,repairs,5152,no known savings,<1,2,female div/dep/mar,co applicant,2,real estate,42,none,rent,1,skilled,1,yes,yes,good
1586,0<=X<200,18,existing paid,radio/tv,2520,<100,1<=X<4,3,male mar/wid,none,4,no known property,25,none,own,1,skilled,1,yes,yes,good
1587,>=200,24,critical/other existing credit,radio/tv,6204,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,41,none,own,3,skilled,2,none,yes,good
1588,no checking,12,existing paid,new car,1715,<100,<1,4,male single,none,4,car,68,none,for free,1,unemp/unskilled non res,1,none,yes,good
1589,>=200,10,critical/other existing credit,repairs,1924,<100,4<=X<7,1,male div/sep,co applicant,2,no known property,36,none,for free,1,skilled,1,yes,yes,bad
1590,no checking,18,existing paid,business,2063,<100,>=7,4,male single,none,4,life insurance,25,none,own,2,skilled,1,none,yes,good
1591,0<=X<200,12,existing paid,new car,3447,<100,<1,3,male div/sep,none,2,real estate,62,bank,own,2,unskilled resident,1,none,yes,good
1592,no checking,60,no credits/all paid,business,1478,<100,1<=X<4,3,female div/dep/mar,none,3,no known property,21,none,own,3,high qualif/self emp/mgmt,1,none,yes,good
1593,no checking,24,critical/other existing credit,used car,1199,<100,>=7,4,female div/dep/mar,none,4,life insurance,28,stores,for free,2,unemp/unskilled non res,1,none,yes,good
1594,<0,30,critical/other existing credit,new car,1393,100<=X<500,<1,4,male single,none,4,real estate,34,none,rent,2,skilled,1,none,yes,bad
1595,no checking,18,delayed previously,new car,10144,<100,unemployed,4,male single,none,1,real estate,34,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
1596,no checking,6,critical/other existing credit,radio/tv,1175,<100,4<=X<7,1,male single,none,2,life insurance,49,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1597,no checking,18,critical/other existing credit,new car,1042,<100,<1,2,female div/dep/mar,none,1,life insurance,26,none,rent,1,skilled,1,none,yes,good
1598,no checking,27,existing paid,new car,2515,<100,1<=X<4,3,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,yes,yes,bad
1599,no checking,12,existing paid,radio/tv,2241,<100,<1,4,male single,none,4,real estate,35,none,own,2,skilled,1,yes,yes,good
1600,>=200,36,no credits/all paid,new car,3488,<100,unemployed,4,male single,guarantor,4,life insurance,34,none,rent,1,skilled,1,yes,yes,good
1601,0<=X<200,24,all paid,business,385,no known savings,<1,1,female div/dep/mar,none,1,real estate,27,none,own,1,unskilled resident,2,yes,yes,good
1602,no checking,24,all paid,retraining,2578,500<=X<1000,1<=X<4,4,male single,none,3,real estate,24,none,own,2,skilled,2,none,yes,good
1603,<0,48,existing paid,new car,1264,no known savings,>=7,2,female div/dep/mar,none,4,car,21,stores,for free,2,skilled,1,none,yes,good
1604,no checking,12,critical/other existing credit,new car,3650,>=1000,>=7,1,male mar/wid,none,4,car,34,none,own,2,unskilled resident,1,none,yes,good
1605,0<=X<200,6,critical/other existing credit,furniture/equipment,1393,<100,1<=X<4,2,male single,none,1,life insurance,32,none,own,1,unskilled resident,1,yes,yes,good
1606,0<=X<200,13,critical/other existing credit,new car,1620,<100,4<=X<7,2,male single,none,4,life insurance,25,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
1607,<0,18,critical/other existing credit,furniture/equipment,1898,100<=X<500,>=7,4,male single,none,2,no known property,48,none,own,2,skilled,1,none,yes,good
1608,0<=X<200,6,critical/other existing credit,radio/tv,2030,<100,>=7,1,male mar/wid,none,3,no known property,40,none,rent,2,skilled,1,none,yes,bad
1609,<0,14,existing paid,used car,3931,<100,1<=X<4,2,male single,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,bad
1610,<0,60,critical/other existing credit,furniture/equipment,9034,no known savings,>=7,4,male single,none,3,real estate,27,none,for free,1,skilled,1,yes,yes,good
1611,no checking,24,critical/other existing credit,radio/tv,2133,no known savings,4<=X<7,4,female div/dep/mar,none,4,life insurance,59,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
1612,<0,11,existing paid,furniture/equipment,10366,<100,4<=X<7,2,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
1613,no checking,18,existing paid,new car,1262,no known savings,<1,2,male single,none,4,car,36,none,own,1,skilled,1,yes,yes,good
1614,0<=X<200,6,critical/other existing credit,furniture/equipment,1318,<100,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,33,none,own,1,skilled,2,yes,yes,good
1615,no checking,4,existing paid,new car,936,>=1000,>=7,4,female div/dep/mar,none,1,real estate,37,none,rent,1,skilled,1,yes,yes,bad
1616,<0,9,existing paid,radio/tv,2969,<100,>=7,4,male single,none,4,car,37,none,own,2,skilled,2,yes,yes,good
1617,0<=X<200,12,delayed previously,furniture/equipment,2910,<100,<1,4,female div/dep/mar,none,2,life insurance,26,bank,rent,2,unemp/unskilled non res,1,none,yes,bad
1618,no checking,18,critical/other existing credit,radio/tv,1344,<100,>=7,4,male single,guarantor,2,life insurance,24,none,rent,1,unskilled resident,1,none,yes,good
1619,no checking,30,existing paid,furniture/equipment,1934,100<=X<500,unemployed,2,male single,none,3,life insurance,29,none,for free,1,skilled,1,yes,yes,good
1620,>=200,9,existing paid,furniture/equipment,5003,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,4,life insurance,36,stores,own,1,skilled,1,yes,yes,bad
1621,0<=X<200,45,critical/other existing credit,repairs,3430,>=1000,1<=X<4,4,female div/dep/mar,none,2,car,34,none,rent,1,unskilled resident,1,none,yes,good
1622,<0,24,delayed previously,radio/tv,1382,no known savings,<1,4,male single,none,3,real estate,31,none,rent,1,skilled,2,none,yes,good
1623,<0,24,no credits/all paid,new car,1299,<100,unemployed,2,male single,none,3,real estate,26,none,own,2,unskilled resident,1,none,yes,good
1624,0<=X<200,45,existing paid,furniture/equipment,6468,500<=X<1000,unemployed,2,female div/dep/mar,none,1,real estate,56,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
1625,no checking,60,existing paid,new car,2292,<100,1<=X<4,4,male single,none,4,car,27,none,own,1,skilled,1,yes,yes,good
1626,<0,30,existing paid,radio/tv,8471,500<=X<1000,>=7,4,female div/dep/mar,none,2,no known property,26,none,own,1,skilled,1,yes,yes,good
1627,no checking,60,existing paid,radio/tv,2302,no known savings,4<=X<7,2,male single,none,2,car,38,none,own,1,skilled,1,yes,yes,good
1628,no checking,15,existing paid,radio/tv,750,>=1000,<1,4,male single,none,4,no known property,39,none,own,2,skilled,1,none,yes,good
1629,no checking,12,existing paid,used car,8613,<100,>=7,3,female div/dep/mar,none,1,real estate,38,none,own,1,unskilled resident,2,none,yes,good
1630,0<=X<200,36,critical/other existing credit,furniture/equipment,4455,<100,1<=X<4,4,male single,none,3,life insurance,30,none,own,1,unskilled resident,2,yes,no,good
1631,<0,12,delayed previously,furniture/equipment,3394,100<=X<500,<1,2,female div/dep/mar,none,2,no known property,39,none,own,1,skilled,1,none,yes,good
1632,0<=X<200,7,existing paid,furniture/equipment,4591,500<=X<1000,4<=X<7,3,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,none,yes,good
1633,0<=X<200,12,all paid,repairs,6948,500<=X<1000,1<=X<4,4,female div/dep/mar,none,2,real estate,47,none,own,1,skilled,1,none,yes,bad
1634,no checking,24,critical/other existing credit,furniture/equipment,3017,<100,>=7,4,female div/dep/mar,none,3,real estate,33,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
1635,no checking,10,existing paid,radio/tv,1338,<100,>=7,2,female div/dep/mar,none,4,real estate,38,none,own,1,unskilled resident,1,none,yes,good
1636,no checking,12,critical/other existing credit,education,1126,<100,<1,2,male mar/wid,none,3,life insurance,70,none,own,2,skilled,1,none,yes,bad
1637,>=200,36,existing paid,furniture/equipment,1037,<100,<1,2,female div/dep/mar,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good
1638,no checking,60,existing paid,furniture/equipment,2039,>=1000,1<=X<4,3,male mar/wid,none,1,real estate,33,none,own,1,unskilled resident,1,none,yes,good
1639,<0,12,existing paid,furniture/equipment,1295,<100,<1,3,female div/dep/mar,guarantor,4,real estate,41,none,own,1,skilled,1,yes,yes,bad
1640,no checking,21,existing paid,new car,1943,<100,<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
1641,no checking,6,existing paid,radio/tv,3380,no known savings,>=7,1,female div/dep/mar,none,2,car,44,bank,own,1,skilled,1,yes,yes,bad
1642,0<=X<200,9,critical/other existing credit,new car,1374,100<=X<500,1<=X<4,2,female div/dep/mar,none,4,real estate,22,stores,own,1,skilled,2,yes,yes,good
1643,<0,18,critical/other existing credit,furniture/equipment,14782,<100,>=7,3,male single,none,2,car,68,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
